clean_tweet	airline_sentiment
jetblue phone agent pls peggy pleasant informative delivered	positive
jetblue ellahenderson omg wish flight today haha always next time fun lft	positive
jetblue request nothing rescheduling customer service bad attitude today badservice	negative
jetblue busy due storm customer service always point ever getittogether	negative
jetblue oh hell waiting get hung speaking rudeservice people	negative
jetblue thank miss much link blog changed	positive
jetblue thank	positive
jetblue today jetblue flight nyc gt bos delayed app says time website says	negative
jetblue offer service daytona beach new york albany business review http co duhbj jhx	positive
jetblue please provide direct email explain	negative
jetblue flight delay due pilots oversleeping apparently uncontrollable irregularity eligible delay compensation	negative
jetblue sitting plane jfk waiting take doors open catering stocking delayed nicer	negative
jetblue worries delay minor dealt nicely captain flight way	positive
jetblue thanks flight leaves arriving airport early wedding vt sept grateful fly btv	positive
jetblue really getting nerves nothappy	negative
usairways better time call flight friday need change worried may hold	negative
usairways one agents available speak	negative
usairways hung another waste hour time supposed book one way award flight badwebsite	negative
usairways killing inside	negative
usairways new americanair like new spiritairlines love aa impressed subpar planes gate agents	negative
usairways moved delta direct thank accommodations	positive
usairways flight phoenix deboards passengers going salt lake city resolve simple bathroom issue fail	negative
usairways always fun get screwed earlier flight full crummyservice whydidntiflysouthwest goodluckamericanair	negative
usairways ok know doors close minutes takeoff stop telling flight leave minutes boarded	negative
usairways finally got phone hour wait time	negative
usairways stuck minutes due lavatory issues beverages snacks customer service flt pho fail refund	negative
usairways hold change date ticket hours someone please assist unacceptable	negative
usairways thanks making impossibly expensive change flight leaving less hrs earlier reservation lesscustomer	negative
usairways well miss gate agents rebooked boarding pass waiting landed time lunch amp beverage easy cheesy	positive
usairways cant get anyone phone help award travel purchased extra miles minutes late flightr miles needed raised	negative
usairways issued travel advisory charlotte wednesday night thursday inches snow	negative
usairways deedee lynn great phx richard p jerk rude us parents reason	negative
usairways thanks making miss meeting dallas dollars toilet	negative
usairways two tight connections charlotte frankfurt	negative
usairways said way get plane leave would make connection fee instead earlier late flightr	negative
usairways thank calling cheapoairchat	positive
usairways ur response inconvenience matter u wanted sit xtra nights city w comp donotflyusair	negative
usairways getting sorted thanks	positive
usairways sadly currently booked one flights tomorrow changing	negative
usairways standby far two us snow storm hitting iowa tomorrow could stuck two days	negative
usairways thank	positive
usairways check online flight tomorrow	negative
usairways standing gate min trying go standby bc miss connection help fly us airways	negative
usairways assured pleasant woman gate b albany ny life perfect heard enough	negative
usairways u bother following booked delta delta understands cust srv provided lunch delays amp upgraded seats	negative
usairways error w preferred status amp able reach agent via phone travel friday need resolved contact info	negative
usairways americanair pilot forget log book waiting plane mins alsonodrinkcartcomingaround	negative
usairways already one person said anything another said know first person talked said	negative
usairways ashleykatherton hour hold far	negative
usairways rt dmoukdarath nice another delay usair second one trip left engine leaking next usair nothappy	negative
usairways want love minutes hold help understand switched loyalty programs http co chgy yrvka	negative
usairways minutes nice customer service got going	negative
usairways minutes hold far still spoke human never using	negative
usairways idea upset frustrated right sure follow never flying	negative
usairways person go number one standby list number twelve three hours super platinum diamond status	negative
usairways forget reservations thank great leadership company cancelled flighted flight thank	negative
usairways great job today team challenging weather delay flight charlotte travel friendlyteam	positive
usairways saturday snow dc area excited flight cancelled flightled sad went missing	negative
usairways americanair love guys amp gonna let finish hold hour trying book flight w voucher	negative
usairways helpful employee changed boarding zone would space pump disciplined fail	negative
usairways need talk person bag waiting hold two hours bag b delivered last night online says found	negative
usairways want sympathy want someone make effort find bag	negative
usairways spoke someone told breast pumps medical equipment planned better	negative
usairways referred back baggage services left airport seat	negative
usairways thank much	positive
usairways first impressions hard reverse horrible first experience never fly	negative
usairways going planned understatement flight changed family emergency cancelled flight	negative
usairways hours plane least got us direct flight couple hours late flightr united	negative
usairways sadly help meeting work today seeing presentation major strike	negative
usairways eyes looking pandu better chance bringing home	negative
usairways bag still lost get anyone phone assist tracking updates stopped	negative
usairways thanks	positive
usairways minutes im trained cmon better	negative
usairways direct number dividend miles account info every time try get actually hung	negative
usairways trying use chairman upgrade cert flt told option open seats thanks	negative
usairways trying call since yesterday keep getting hung get	negative
usairways award travel ticket cannot since different last name simply need change	negative
usairways ok thank call spain us seating assistance	negative
usairways day coffee amp working toilet read domestic airlines whining foreign competition coincidence openskies	negative
usairways hold rebook cancelled flighted flight two hours know weather huge impact anticipate	negative
usairways hold hours believe overcharged flight need immediate explanation help	negative
usairways made thx	positive
usairways still hold hr mins thank god chairman status status match delta	negative
usairways worst customer service even get rep gotta kidding	negative
usairways beamske maybe hold minutes would amazing	negative
usairways beamske real live person talk person whose luggage lost days vacation wrecked yorkshire	negative
usairways clt departures delayed hoping make connection lengthy take delay endless taxi ing clt	negative
usairways glad beamske retweeted otherwise would ignore numerous tweets sent fucking amazing	positive
usairways frustrating still gotten back bag sent ny mystery shame time	negative
usairways never travel us airways flew la dc last night nd time airline bags arrive	negative
usairways haha worries guys best spelling name correctly	positive
usairways like call v trying since yesterday one answering	negative
usairways csr phl suck flt gets cx get rebooked next day standby hopeful	negative
usairways hello anyone behind twitter account badcustomerservice	negative
usairways keep getting hung please respond book ticket able buy one unless speak someone	negative
usairways hey yeah last time got phone call flight cancelled flightled dca bos	negative
usairways prepared weather want find take train phl catch connection	negative
usairways deciding wreck vacation losing luggage cancelled flighted flight go maneuver	negative
usairways see board tomorrow	positive
usairways hold minutes calling flight delayed type service acceptable	negative
usairways hold hours something could done less minute available site ux awe full	negative
usairways drop fee rt makes sense eu airlines charge aircanada charges reasonable	negative
usairways understand still able view reservation online	negative
usairways another fiasco national forever jet gate flight rdu	negative
usairways good know phone customer service still impaired due bad weather week ago jetblueanyone	negative
usairways ok day trying book flight ur system still says due weather call back late flightr outofbusiness	negative
usairways thanks ruiningmy vacation best could done without	negative
usairways americanair honeymoon delayed day gas cap screwed flight frustrating	negative
usairways policy needs serious revision babies fortunately choices choose southwest	negative
usairways still ignoring question usairways consistently providing poor customer service	negative
usairways hotels still work folder business casual clothes worst http co jieycat ek	negative
usairways oh got right agent kept putting hold still fix problem	negative
usairways reflight booking problems event flying attend waiting jetway driver still tarmac	negative
usairways baggage team recording tells bag still found delayed baggage link web conveniently working worst	negative
usairways trying weeks use	negative
usairways give free baggage mess	negative
usairways gate traffic dca flight arrived early connecting flight leaving minutes several us stuck hold plane	negative
usairways really feel like company needs evaluate policies amp realize transfers possible tickets	negative
usairways seriously see spent days multiple hours hold hang hours	negative
usairways waiting flight right thanks	positive
usairways back gate opposite wheels im sure get thete eventually thanks	positive
usairways r u aware wait time talk sales agent always minutes unacceptable least employ call back feature	negative
usairways connecting charlotte houston mechanical issue determined q take checked bags	negative
usairways dm please regards update lost bag please	negative
usairways need retrain us lead flight attendant gate agent arrival mke horrible attitudes toward helping customers	negative
usairways youre batting every flight ive taken delayed worst airline ever	negative
usairways knows customer service thank starting week vacay amazing note thank sarita	positive
usairways updating flight status delays	negative
usairways also saying clt flights delayed showing system makes impossible figure	negative
usairways nope announced headed back gate	negative
usairways pretty sure actually take http co vuxf r unu	negative
usairways well horrible flaw system hours past day wasted got job amp family crazy	negative
usairways sitting feet open gate	negative
usairways wasted another hour life hold insanity another way use voucher payment online	negative
usairways wrong plane flt	negative
usairways united two broken airplanes two days late flightr stranded funeral missing last semester college	negative
usairways americanair day amp still luggage chkd http co mbltalr bs status awaiting asgmnt driver since yest	negative
usairways flight clt phl st list someone else got spot rude employee coach wouldt give id said cute red head	negative
usairways asked needed take yellow tag said told expect personal apology unacceptable	negative
usairways since jan flights disrespect clt flt pm feb dca asked herba question	negative
usairways nah flight next week inside chairman day window still released last open first seat	negative
usairways hold min trying change reservation	negative
usairways spent hours got nowhere entire experience epicfail	negative
usairways changing flights explanations still confirmation disappointed service	negative
usairways nope yet	negative
usairways make sure never use incompetent airlines luggage delivery hours	negative
usairways flight cancelled flighted saturday luggage airport today supposed delivered pathetic	negative
usairways thank allowing spend money vacation buying things already bought	negative
usairways thanks much ruining vacation really done without	negative
usairways like trying leave earlier fun want get stuck dc bad weather rdu	negative
usairways flexibility part would nice love southwestair flexible amp trying take	negative
usairways excited flying syracuse interview dallas friday fa position goal amp dream mine	positive
usairways thank reaching hopefully request fixed remain loyal customer	negative
usairways take days respond already open case	negative
usairways great crew flight phx yvr tonight friendly efficient awesome job	positive
usairways people going answer calls	negative
usairways pilot forgets show work ricky j gate agent gives customers attitude usairwaysfail	negative
usairways make reservation make excuses usairwaysfail	negative
usairways thank empathy story luggage thank reaching	positive
usairways utterly unreliable schedule pilot us flight seattle flights delayed usairwaysfail	negative
usairways yes valuable time lost	negative
usairways like lied bad weather dc md va stuck ca day home owe	negative
usairways yes landed take another hours go min drive assured would	negative
usairways disappointment bag arrived kept hrs without options iah	negative
usairways get back lost time	negative
usairways flt rsw could extended courtsey waiting min us gates closed r faces ur fired	negative
usairways thanks however feel like system failed solution	negative
usairways bag landed day late flight sfo pm still flight	negative
usairways thanks much got thru phone amp everything fine love website amp app thanks working	positive
usairways thanks nothing bought two tix disney friend go eat plus new	negative
usairways hi lga luggage clt told come back tomorrow collect guys want cover taxi fare	negative
usairways instead fair treatment got nasty letter lady senior management illness forfeits miles like death	negative
usairways years ago lost miles bc physically unable fly period submitted doctor note	negative
usairways never treated badly	negative
usairways glad airline going swallowed american american always picks phone solves problems	negative
usairways three months miles credited one going read email sent	negative
usairways email gets canned response takes days mileage get credited three months miles	negative
usairways one picks phone day opportunity leave voicemail	negative
usairways instead miles credited account open request merge accounts denied	negative
usairways hrs early send email share experience want blasting	negative
usairways open credit card earn miles wont credit miles account restore forfeited miles	negative
usairways took miles account told could restore paying opening credit card	negative
usairways miles account informed forfeit bc months inactivity	negative
usairways automated one cares understand problem	negative
usairways screwed big st flight hr late flight made nd flight csm daryl let plane	negative
usairways houston hub aa employee bag made pa oops problem http co uld hwfkfo	negative
usairways charged card times one airline ticket card security hold	negative
usairways yet see shortly	negative
usairways flown us airways least five times every single time like actions speak louder words	negative
usairways flight bhm delayed hrs connect flgt left us clt motel	negative
usairways membership privileges anymore son army short window see help	negative
usairways honestly quickly possible hold sine pm everyone answers send someone else	negative
usairways done process initiated saturday morning get info website issues amp inadequate phone coverage get update	negative
usairways yay glitchy tracking system bags made destination laguardia like app said	negative
usairways really one book dividend miles travel literally hold since pm pm noexcuses	negative
usairways yeah know get money back everytime fly something bad happens	negative
grace god made usairways rwg powers hope make flight	positive
usairways everyone sorry need meeting tomorrow charac nearly enough highlight shortcomings	negative
usairways worst pay take first flight round trip otherwise cancelled flight whole flight	negative
usairways important wait hold get hung computer disappointed	negative
usairways terrible service	negative
usairways disgusted poor customer service u wrongfully remove gt miles dividend miles live person	negative
usairways please hold flight us phoenix weary traveler stuck another flight tarmac issues	negative
usairways live person speak day dividend miles wrongfully took miles account	negative
usairways frustrations result multiple experiences late flightly currently lost luggage want talk real person	negative
usairways cust svc means nothing disappointed trying since speak human get bad weather bad service socialtantrum	negative
usairways yes pay another flight get tomorrow since anymore tonight fun	negative
usairways well problem considering need book flight tonight weekend anything	negative
usairways fault bought online get twice buy twice fault bougth ticket jfk mccaren usairways	negative
usairways us clt gt sfo first desert snack basket incoming time	negative
usairways transf held min b agent answered helped time got person fare seen gone get supv	negative
usairways actual worst zero respect passengers officially done flying	negative
usairways worst customer service line called times today able talk real human	negative
usairways issue someone finally helped phone theres website error let process request smh	negative
usairways say call travel agency say cant refund usairways didnt accept	negative
usairways f ing hate	negative
usairways travel agency said usairways accept refund money dont understand dont u refund	negative
usairways yes amp already spent k card amp paid annual fee k miles shown want fly aus gt atl	negative
usairways use skyscanner travel agency called u said call travel agency	negative
usairways finally spoke someone email refund dept love guys hours line told dice sucks	negative
usairways well thought hours ago found seat	negative
usairways flight bos clt awful experience exit row seat narrow could move legs unacceptable	negative
usairways yes answered put back hold check request mins late flightr nothing	negative
usairways good hold hour http co wsgyckciio	negative
usairways worries flight attendant took care	positive
usairways hold hour well customer service department weak	negative
usairways minutes hold reservation	negative
usairways joyadventuremom breastfeeding momma watching story country better work faster response	negative
usairways dividendrewards urgently need speak cs rep k miles havent shown amp fulfilled reqs flight booking problems flights today	negative
usairways hold hour b c cc miles showing mediocre combo cc amp airline switchingboth	negative
usairways premium dividendmiles cardholder unacceptable hangup customerservice call twice putting hold	negative
usairways bougth ticket fligths twice dont refund money big problem company refund money dont u pay back	negative
usairways americanair beyond ridiculous steering problem delays us neveragain wonder sell	negative
usairways hi im trying speak someone book travel minor phone keeps disconnecting please advise website wont allow	negative
usairways pre schooler develop app thing crashes every single time	negative
usairways flyknoxville bad weather excuse following established luggage procedures noclothesnoinfo	negative
usairways hold going minutes spending hours delayed denver cause broken plane thanks guys	negative
usairways failingyourcustomer one one	negative
usairways philacarservice looks like long trip cancun philly hours late flight seriously	negative
usairways yet another delay missed connection customer service attitude wow	negative
usairways unusable funds book usairwaysfailscustomers	negative
usairways americanair bring guinea pigs small pet carrier onboard flights	positive
usairways noservice good luck trying reach human twice sat hold mins neveragain	negative
usairways every single time fly guys delayed least minutes every time flight clt nola	negative
usairways ok flight attendant talk nasty passengers go get drinks restroom shocked listening	negative
usairways good work flight crew chairman recognition even coach many missedupgrades late flightly	positive
usairways changed flight times trip bumped delta amp great experience never flying us air never	negative
usairways wait never fly always delayed always lose bag rudest people planet southwest best	negative
usairways sat ramp min missed connection one seems concerned usairways	negative
usairways difficult work baggage claims answer phone	negative
usairways lost id plane trouble finding contact lost found cleveland hopkins airport please help	negative
usairways better intel said plane due flightaware app say	negative
usairways likely flightaware says plane still durango departed	negative
little late flight suck rt usairways mitchsunderland oh mitchell agents happy offer available options	negative
usairways	negative
usairways patient especially first time never fly	negative
usairways seriously every flight past days delayed every single one terrible	negative
usairways want heard discuss many issues trip	negative
usairways flight gate agent plane phx b nice customer service	negative
usairways embarrassing	negative
usairways still disappointed apparently ok flight attendant current policy argue traveler	negative
usairways yes know industry procedure baggage thanks helping impossible connection started	negative
usairways agree per captain issue happened boarding amp sat plane almost hrs	negative
usairways despite tailwind still late flight	negative
usairways characters enough convey issue directed emailmailto customer relations usairways com unmonitored bad	negative
usairways thanks sent dm baggage issues	positive
usairways able locate insane trust pay look things lost	negative
usairways yet flight attendant argued exec plat benefits	negative
usairways please stop asking week place bag size check itfits http co aurn pwd	negative
usairways toes whether going make flight back boston tonight	negative
usairways americanair need check candy w working flight iah phx usairways reason always choose delta rude	negative
usairways yes ground crew finally showed plane could depart late flight	negative
usairways delayed due tail winds need jump sea leaving time arrives chance hold	negative
usairways anything done make flight attendants aware aa member benefits embarrassing argued happened	negative
usairways gregm well certainly nothing happening front scenes noaccountability disappointing	negative
usairways hours tarmac charleston still get response week unacceptable	negative
usairways customer service best rachel took great care us phx airport http co hg veqhghy	positive
usairways never fly us airways	negative
usairways strikes late flight crew trip maintenance worth extra trip less hassle fewer delays	negative
usairways get bumped pm birmingham delayed pilots scheduled enough hours together fail	negative
usairways yes thanks took forever	negative
usairways far delayed goes looks like tailwinds going make good news	negative
usairways horrible travel day w airlines flight birmingham cancelled flightled w notification get	negative
usairways asked sop said yet flights nothing policy	negative
usairways hrs traveling welcomes u back home us hr layover get watch going wrong destination	negative
usairways really embarrassing asking complimentary drink snack detailed https co za xb h amp argued	negative
usairways disappointed service received travels nc past days lost baggage twice	negative
usairways given	negative
usairways said could move thursday flight free call number hang	negative
usairways even going acknowledge bumped flight weather arizona	negative
usairways moveup policy really sucks united hour policy status wanting move	negative
great management usairways twitter account thank	positive
usairways impossible change buy preferred seats via app	negative
usairways customer service department intent ignoring emails queries badservice usairways	negative
usairways airway joke never dealt worse service	negative
usairways great called fucking phone number hung	negative
usairways found thank	positive
usairways hhagerty lie	negative
usairways customer service recording says busy assist hangs great touch poorservice gma cbsnews	negative
usairways lack customer service shined need step get lost baggage delta return	negative
usairways operate flights without maintenance issues flights dca cancelled flighted getting old update fleet pls	negative
usairways took away st class seat love chairman preferred assigned row seat b middle seat	negative
usairways patience connecting flight need guys every time travel every single time	negative
usairways plans changed u call bein able park time planes w hr layover n b able make ur connection seriously	negative
usairways receipt conf thur flight call help literally hung b c wait times help	negative
usairways thank resolving issue direct flight sfo united	positive
usairways would help flew bigger planes tlh team mates made training	negative
usairways ok thanks	positive
usairways trying get plane phx rno gate saying flight downgraded	negative
usairways put hold number loooooong time help lostandforgotten	negative
usairways never unpleasant travel experience life might get flight till tomorrow insane	negative
usairways awesome doors close minutes flight leaves minutes plane got wth	negative
usairways check get airport thanks	positive
usairways ticket counter people helping want charge money even horrible day	negative
usairways ha flight ctl delayed going miss connection please transfer another airline asap http co xdlbibclp	negative
usairways thanks reply good note pilot nailed landing seriously kudos	positive
usairways flight ctl catch pm flight sfo empty seats flight offered awful service continues	negative
usairways fly back charlotte different airport guys flexible like airlines	negative
usairways checked standby st class find list merger pain	negative
usairways great flights delays thank	positive
usairways hold minutes better time call getting ridiculous	negative
usairways exchange credit policies worthless shadier white house dissatisfied nines right	negative
usairways honest question way ticket charlotte hub lax nd biggest city usa almost	negative
usairways happened u get us home next day flydelta flysouthwest flyjetblue theyareallbetter stillnobags	negative
usairways never fly usairways	negative
usairways exhaustion traveling n runnin thru airport tryin rent car n killin family anybody road	negative
usairways offering give bag usually force passengers state shock	negative
usairways power trip felt completely threatened unsafe angry derrick bussey dca would like reiterate	negative
usairways thank putting flight leaving late flightr original flight booked	negative
usairways look flying rocks time bird plane nah never mind rock	positive
usairways even single unreasonable human planet earth excuse treatment	negative
usairways supposed business belong customers humiliating	negative
usairways way treat women want someone contact explain make acceptable	negative
usairways citizen fly airline constantly offended derrick bussey im crying airplane upset	negative
usairways united really know leave someone stranded funeral props guys really making perfect monday	negative
usairways friend telling gate attendant stewardess going notourfaultyoudontuseyourgatesright	negative
usairways owes tammy winston salem call center keeping customer	positive
usairways jetway felt disrespectful never treated way particularly trying good c	negative
usairways disrespect cannot even begin explain issue women literally yelled pulled	negative
usairways happens located	negative
usairways want speak someone immediately shaking rage offered hate check bag derrick bussey treated	negative
usairways okay u cancelled flight change flight good u cant logistically figure plane comes time	negative
usairways thanks asked change cost desition nade computer late flight	negative
usairways actually cared would one thing sounds like like told lousy service	negative
usairways idiots kept time plane tarmac hour forcing us minutes	negative
usairways cust svc let slip previous cust svc lied supervisors amp corporate ph change tix thx	negative
usairways please fix reservations phone system weather backup could possibly bad days goodgriefpeople	negative
usairways made thanks help	positive
usairways huge props parizad checkin sacramento help friday get us home airlines delayed	positive
usairways flight voucher confirmation code enter checkout page flight booking problems pls help	negative
usairways rock hit plane delay never easy day us airways ya never fail let	negative
usairways fyi writing registered letters ceo line shameful treatment reactions got	negative
usairways guys cancelled flightled two flights yesterday checked bag huntsville went missing philly	negative
usairways customer service failure aside one would think guys would care inaccurate manifests sure tsa would	negative
usairways find funny phlairport responds customer service worst wedontcarebecauseyoupaidalready	negative
usairways get bs guy door says door closes minutes backs yet know fact people short	negative
usairways flight rebooked want change seats upgrade st class help phones	negative
usairways need speak customer service agent today pm unfortunate incident discrimination today	negative
usairways cltdouglas slowest baggage claim ever	negative
usairways blame weather rep counter cost entire day weather printed boarding pass late flight takeresponsibility	negative
usairways late flight	negative
usairways delays due refueling control true never want fly us airways	negative
usairways americanair shout diane eyw helping get us home today instead tomorrow even little late flight	positive
usairways made huge relief thanks help	positive
usairways getting us rest bags please received help	negative
usairways im trying get dads wheelchair one answering dulles tried call back multiple times	negative
usairways thanks hope maybe put good word	positive
usairways us feb arrive hrs late flight checked car seat missing replacement available yet arrive hours late flightr	negative
usairways guys lost luggage	negative
usairways us feb kim says leaving minutes paperwork done wheels hours late flightr	negative
usairways us feb hour plane us airways representative kim enters deteriorating picture unhelpful assurances	negative
usairways marvinatorsb thnk response flights full get tmrw cancelled flight go w airline	negative
usairways us feb ground power shorts third time weary german passenger deplanes makes jealous auf wiedersehen	negative
usairways thanks bags went wrong hours dca san weather issues acceptable	negative
usairways speak human need find bag delayed website telling different things got hung x	negative
usairways us one water run planet smallest water bottles applaud looking environment	negative
usairways us nope getting hours plane pilot announcements one water run planet smallest water bottles	negative
usairways us uh oh gate truck come us	negative
usairways us returned gate get mel sticker oh look heard pilot clue mel sticker anyone	negative
usairways spent hour phone got	negative
usairways us lost ground power three different times grounded endlessly without air lights entertainment	negative
usairways us pilot started flight announcing arrival gatwick heathrow moments concern aboard	negative
usairways us stated issues one around close said door strange hearing pilot long periods	negative
usairways seat flight last night worst seat ever leg room dividendsmember http co nuhplnxriq	negative
usairways one workers rude us tell dm cuz good publicity	negative
usairways us stated issues plane moving cargo door open plane umm ok little strange	negative
usairways flight delayed missed connecting flight stuck philadelphia night hotel voucher thanks nothing	negative
usairways speak human compassion wrote email discuss experience received generic sorry email back	negative
usairways take look f seats filled someone upgraded friend instead following rules	negative
usairways back line terminal phone guy help one person front min wait http co hqhdad fvk	negative
usairways understand resorting twitter help available gate occurred phone afterward	negative
usairways going miss connection due another tarmac delay us need flight home today please	negative
usairways expecting reimbursement unprofessional decisions us feb check full complaint box	negative
usairways deal flight dca phl boarded time left gate mins late flight sat tarmac	negative
usairways stranding student trying get birmingham clt overnight w help better av duffy	negative
usairways really need help asap please make quick thx	negative
usairways well going help vebeen hold hrs amp client wants ff nbr record elite waa	negative
usairways hi lost father wheelchair every time call get voicemail dad needs go home please dm	negative
usairways segments delayed gnv gt ctl ctl gt jan jan gt ctl ctl gt gnv year flying guys way go	negative
usairways charging take flight lol last time fly	negative
usairways yes says bag delivered local number says open asked main cust service got hung	negative
usairways row flight today looking specifics run home depot wd need	negative
usairways seriously buy wd operating flight geg phoenix every seat squeaks w every shift still ground	negative
usairways would happily wait terminal near food restrooms non irritated passengers	negative
usairways let passengers board issue hour amp pilot know leave	negative
usairways anyone help still hold	negative
usairways oh yay gate agents decide deal upgrade list bump whoever closest	negative
usairways site shows time flightaware site shows delayed trying decide get ice catch flt phx	negative
usairways absolute worst airline women inconvenienced due maintenance issues stuck care given	negative
usairways flights amp customer relations extremely disappointing faced many problems type apology towards flight joke	negative
usairways sitting phl rude customer service agents	negative
usairways americanair flight get paperwork inputted taken hour sittingontheplane hungry	negative
usairways hold customer care wonder someone pick phone pm	negative
usairways flt get gate den minutes waiting information	negative
usairways lots fun removed top list manually readded bottom thanks club agents thanks lot asha dca	negative
usairways delayed flight wilmington made miss flight charlotte figure take arrive time	negative
usairways wow unbelievable treat customers puerto rico airport	positive
usairways usually sorry involve moving people middle seats removing upgrade lists guess club perk	negative
usairways worry used initiative arriving much earlier planned	negative
usairways nice try gate making traveler traveler put bags size guide oversold sorry minefits	negative
usairways horrible service wrong plane arrived many confirmed passengers could get flight paid due lack seats flight	negative
usairways booked flight mnth ago seat confirmed small plane arrived allowed board bcs seat horrible service	negative
usairways frustrated checked bag logan given luggage ticket luggage lost amp ownership usairways	negative
usairways breathing heavily super helpful thank	positive
usairways aye nothing automated system work properly anyway got somebody	negative
usairways okay great thank	positive
usairways rebooked connection delayed	negative
usairways meetings california luggage	negative
usairways number agent gave call says open main number goes computer saying delivered	negative
usairways way get call center answer oneworld award whenever try system says busy disconnect endless hold	negative
usairways put luggage plane mine deliver like said show claim closed online	negative
usairways takes money requires days process refund auto attendant hang usairwaysfail	negative
usairways long reply	negative
usairways customer service like never seen kudos organization	positive
usairways intentionally buys flight hour layover kind airline would charge fix wow usairways	negative
usairways get hold customer service called multiple times amp hold mins hang	negative
usairways time bracket call fix problem attempting fix contact information issue days	negative
usairways called number said one available take call guys insane	negative
usairways book flight online phone customer service usually great anything help	negative
usairways americanair worst experience ever flying rude delays cancelled flightlations lack updates wasting time	negative
usairways called x amp says high call volumes call back minute international calls way someone contact	negative
usairways jhughes grrrrrrrr book flight via calling either	negative
usairways delayed connection missed extended layover lounge pass phl	negative
usairways another twist plot took miami return due unsecured cargo door stressful vacation ever	negative
usairways reaching hardworking mom trying best	negative
usairways check online states status closed mean yet able reach live person	negative
usairways system affected weather	negative
usairways called able get rescheduled thank quick responses today	positive
usairways get aa frequent flyer number appear usair reservation frustrating	negative
usairways unable check flight bos dca heard flight cancelled flighted rescheduled updates	negative
usairways americanair forget without customers would business epicfail usairwaysfail	negative
usairways americanair hey since f ed wknd day pass admirals club meal coupon free coke blank stare	negative
usairways make reservation make excuses usairwaysfail	negative
usairways listed baggage claim number call number ticket use lady speed stick morning	negative
usairways another dead end handle aa l amp f gave failed already vm full lost	negative
usairways houston gate customer service needs treat people respect hardly people waiting chillpill usairwaysfail	negative
usairways phone called number picked almost immediately	positive
usairways amp dfw psp thank	positive
usairways thanks	positive
usairways going website amp mobile app help	negative
usairways submitted customer relations form await response	negative
usairways height rudeness without question worst customer service ever experienced	negative
usairways need speak somebody reservation talk human yet computer system puts phone	negative
usairways premier provider missed connections usairwaysfail	negative
usairways sure people working hard systems assist ivr prompting offering call backs hold wait times	negative
usairways thanks subpar travel experience even yet stepitup	negative
usairways fyi customer service rep carol absolute delight pleasant rebooked lightning speed thanks	positive
usairways struggling hold minutes kicked back start said couldnt handle amount calls	negative
usairways call	negative
usairways told call back late flightr	negative
usairways cancelled flighting us airways credit card choosing airlines experience week	negative
usairways cant make airport roads bad dfw one answering phones website reschedule	negative
usairways pilot pleads let boarding begin full flight waiting th flight attendant denied mission control grrrr	negative
usairways website isnt working cant talk phone check flight status dfw roads awful cant get	negative
usairways rebooked tuesday arriving late flight tuesday start class cancelled flightled trip	negative
usairways flight going cancelled flightled every week might well business class	negative
usairways dca bos cancelled flightled making us wait hour fly usair every week upgrade status proactively	negative
usairways dominick l la guardia airport nyc gives absolute best customer service thanku checking made easy	positive
usairways congrats treating customers worst way possible know plenty ppl horrible experience w	negative
usairways going manchester uk going miss wedding going rebook chosen cancelled flight flight	negative
usairways dm take offline would love info location lost bags help appreciated	negative
usairways thanx first rodeo done amp done yesterday results comm unless u count status bags lost amp claim filed	negative
usairways acnewsguy give us air philly talk real person acarl hotmail com	negative
usairways would nice offered flight credit especially since staring empty overhead room	negative
usairways power outlets seat gonna keep us siting forever	negative
usairways would appreciate call regarding horrible experience gate agent hold min hung	negative
usairways going flight phl phx mins estimated departure nobody board update	negative
usairways bag still missing	negative
usairways seriously doubt still sitting inside gate	negative
usairways customer service dead last wk flts delayed cancelled flighted bags lost days last nt flt delayed cancelled flighted meal voucher	negative
usairways flight us ric dfw cancelled flightled yesterday amp hold w cust service pm est hours answer	negative
usairways americanair call number listed sure next friday get real live person line http co tjuum dd	negative
usairways thanks cancelled flighting flight today missing required training happy customer	negative
usairways strike three guys suck	negative
usairways days row buying suggest review policy w respect unaccompanied minors seat sun	negative
usairways americanair ok app seem working use mobile site http co klfywwmq	negative
usairways wife flew italy recently bought tickets via finnair flights operated usair get dividend miles credited	negative
usairways hour delay pho mia airline bad getting worse foolish american merge treat customers like crap	negative
usairways americanair hours late flightr still email work supervisor needs documentation approve last minute vacation day request	negative
usairways americanair hours hold got rebooked new flight yesterday asked new itinerary confirmation email sent	negative
usairways sitting hold hrs flight cancelled flighted disconnect twice fend urself stranded diverted	negative
usairways cancelled flights flight tampa philadelphia today due runway conditions yet tonnes usairways flights landing today explain	negative
usairways phone system working bumped times need get mco	negative
usairways flight plans delayed tuesday due computer crash	negative
usairways phl bgm cannot believe happened x two weeks	negative
usairways americanair doors close mins prior departure mins laughter agents	negative
usairways americanair plane left agents doors closed early	negative
usairways called times redeem mile points get advertise miles make hard use	negative
usairways americanair arriving flight scheduled depart doors closed agents	negative
usairways need speak live person recordings told sat luggage yest	negative
usairways thanks information	positive
usairways thankful orf dca crews ground air today help sick kid lost bag	positive
usairways thx delayed checkin noon flt mia forcing take late flightr flts delayed cincy miami hrs fast	negative
usairways getting extremely frustrated w phone online service merging frequent flyer miles	negative
usairways already spent mins today handling minor child shame treating year old girl like	negative
usairways first pilot late flight maintenance exactly happened two weeks ago unacceptable	negative
usairways never fly us airways american share nightmare story many others know fly	negative
